profile_id,first_activity_time,signup_platform,signup_device_model,signup_country_code,acquisition_source
9175417769495434,2017-01-14 23:32:25,iOS,"iPhone8,1",MA,acquisition_source_3
5122802100487921,2017-06-30 12:29:11,Android,LGE LG-D855,PL,acquisition_source_2
7766854261669401,2017-04-21 20:28:30,Android,samsung SM-G935S,KR,acquisition_source_2
3328860875211015,2017-11-21 17:33:20,Desktop,Aspire V3-571G (Acer),RU,acquisition_source_2
601189348827634,2017-03-31 0:19:01,iOS,"iPad4,4",CA,acquisition_source_2
4325437630398126,2017-10-14 11:47:27,iOS,"iPhone9,1",HK,acquisition_source_4
4757845355763809,2017-03-01 9:48:36,Desktop,Aspire E5-475G (Acer),PH,acquisition_source_2
4529309093802254,2017-08-03 16:31:06,iOS,"iPhone9,3",LK,acquisition_source_2
7663475657267079,2018-01-30 19:07:23,Android,samsung SM-G950U,US,acquisition_source_3
6844183632659031,2017-06-06 19:25:45,iOS,"iPhone6,2",DK,acquisition_source_2
6125352071941365,2017-08-21 19:30:47,Android,motorola XT1078,BR,acquisition_source_5
4813018726728839,2017-06-06 19:20:23,Android,samsung SM-G930F,GB,acquisition_source_2
969640267347967,2017-12-23 21:09:12,Android,motorola XT1635-01,US,acquisition_source_2
5512810742571787,2018-08-28 2:38:40,iOS,"iPhone9,1",US,acquisition_source_3
3231454486766121,2017-04-21 4:55:36,Android,HUAWEI MHA-AL00,CN,acquisition_source_2
9626545261307346,2017-06-06 7:41:00,iOS,"iPad3,4",ES,acquisition_source_2
6944816031856925,2017-07-31 14:36:39,Android,samsung SM-T710,US,acquisition_source_4
9077544314033528,2017-05-14 20:31:49,Android,LGE LG-VS450PP,US,acquisition_source_2
7804546733294477,2017-12-29 22:45:42,Android,samsung SM-G930V,US,acquisition_source_2
7698813884804809,2017-12-11 20:37:58,iOS,"iPhone7,1",CA,acquisition_source_3
2.4193E+15,2017-08-30 15:04:08,iOS,"iPhone8,4",IL,acquisition_source_2
5560814085928505,2017-10-06 1:51:45,iOS,"iPhone8,1",US,acquisition_source_2
5095996912812625,2017-04-02 14:51:34,Android,motorola Moto G (4),CA,acquisition_source_2
271652445798309,2017-01-14 12:18:07,Android,samsung SM-J700H,PH,acquisition_source_2
5755384608678897,2017-06-22 9:55:56,Android,HUAWEI VTR-L09,BE,acquisition_source_2
8674188390312559,2017-02-05 0:50:55,iOS,"iPad4,4",US,acquisition_source_2
1759083831974352,2017-05-20 16:27:23,iOS,"iPhone6,1",US,acquisition_source_2
3015103082363666,2018-05-28 23:30:00,iOS,"iPhone9,4",CA,acquisition_source_3
400112350564201,2017-12-25 19:32:21,Android,samsung SM-G930T,US,acquisition_source_2
223380696431616,2017-12-05 14:45:38,iOS,"iPhone6,2",FR,acquisition_source_4
2365594738753742,2017-01-01 5:17:02,Android,HUAWEI SCL-TL00,CN,acquisition_source_2
1417638581041875,2017-06-06 19:31:02,Desktop,HP Spectre Notebook (HP),NO,acquisition_source_3
5511635784841728,2017-10-19 23:01:17,iOS,"iPhone6,1",US,acquisition_source_2
5661678319073436,2017-04-30 11:12:12,Android,samsung SM-G930F,GB,acquisition_source_2
257087230211035,2017-07-28 12:16:12,iOS,"iPhone6,1",VN,acquisition_source_1
533626877493,2017-04-08 0:10:10,Android,samsung SM-J105B,CO,acquisition_source_2
2765502665126811,2017-10-06 3:58:10,Android,samsung SAMSUNG-SM-G900A,US,acquisition_source_3
8507647303050661,2017-12-28 8:10:57,Android,Xiaomi Redmi 5A,IN,acquisition_source_2
2805889529924985,2017-01-01 1:24:55,iOS,"iPhone8,1",US,acquisition_source_2
5648144108169477,2017-12-23 21:58:56,Android,samsung SM-G930F,DE,acquisition_source_3
8753102120708341,2017-03-07 1:27:33,Android,LGE LGLS755,US,acquisition_source_2
1557877218191647,2017-03-09 7:35:49,iOS,"iPhone4,1",NZ,acquisition_source_2
1056099160036666,2017-05-15 20:25:20,Android,LGE LGMS631,US,acquisition_source_2
3.14761E+15,2017-02-20 9:08:57,Android,Sony F5121,EE,acquisition_source_2
8.67355E+15,2017-05-27 15:30:59,Android,LGE VS425PP,US,acquisition_source_3
1681778461958013,2017-01-16 0:18:06,Android,BLU VIVO IV,US,acquisition_source_4
7.60268E+15,2017-08-14 20:28:50,iOS,"iPhone8,4",NL,acquisition_source_4
278000325205612,2017-12-04 1:37:16,Android,LGE LG-D855,RS,acquisition_source_2
3368171365344098,2017-06-16 6:49:46,Android,samsung SM-T355,RU,acquisition_source_2
1505287910892292,2017-12-02 0:25:14,iOS,"iPhone9,3",AU,acquisition_source_2
420696296374260,2017-03-05 16:29:51,Android,samsung SM-E500M,BR,acquisition_source_2
8103762399694455,2017-01-18 16:21:25,Android,WIKO RAINBOW 4G,FR,acquisition_source_2
2865902104775386,2017-10-22 18:42:12,iOS,"iPhone9,3",CO,acquisition_source_4
8372875239352386,2017-07-15 15:33:08,iOS,"iPhone8,2",US,acquisition_source_3
6385451174642373,2017-12-11 1:25:05,Android,motorola XT1063,PY,acquisition_source_2
3537295514068489,2017-07-17 14:42:12,Android,samsung SM-G930V,US,acquisition_source_2
4526062036754148,2017-12-26 15:50:08,Android,LGE LG-K550,US,acquisition_source_3
8061786454058827,2017-05-30 4:17:01,Android,samsung SM-T813,US,acquisition_source_2
1338933918371969,2017-07-01 13:55:44,iOS,"iPhone8,4",US,acquisition_source_2
6590122582671594,2017-03-26 5:03:19,Desktop,HTC HTC Desire 626GPLUS dual sim,IN,acquisition_source_2
7.61191E+15,2017-08-16 11:20:22,iOS,"iPhone4,1",KE,acquisition_source_2
8723923805022547,2017-03-15 7:23:50,Android,LENOVO Lenovo K51c78,NZ,acquisition_source_3
9262440254596522,2017-04-08 0:49:45,iOS,"iPhone7,2",US,acquisition_source_1
417049569806145,2017-08-15 18:14:23,iOS,"iPhone7,2",IN,acquisition_source_3
5224594017881463,2017-11-01 6:50:38,Android,vivo vivo V3Max,MY,acquisition_source_5
9.96548E+15,2019-11-05 2:27:06,iOS,"iPhone8,1",US,acquisition_source_2
8622205088594786,2017-05-06 23:53:11,Desktop,HP Notebook (Hewlett-Packard),US,acquisition_source_2
5298363495138087,2017-11-22 20:06:42,iOS,"iPhone9,3",CA,acquisition_source_3
4279825717701819,2017-02-26 14:03:30,iOS,"iPad2,5",US,acquisition_source_2
150366317162237,2017-05-13 1:31:24,Android,samsung SM-G930V,US,acquisition_source_3
1724132932263718,2017-12-17 5:33:11,Android,asus ASUS_Z010D,IN,acquisition_source_3
5835379995325845,2017-10-01 1:11:34,iOS,"iPhone8,1",US,acquisition_source_2
9644049243478285,2017-03-26 14:42:51,Android,samsung GT-I9505,PH,acquisition_source_2
9301316642781392,2020-12-21 19:53:11,Android,samsung SM-J111M,AR,acquisition_source_5
1281132339097289,2017-12-02 10:08:52,Android,samsung SM-J330FN,GB,acquisition_source_2
8102768180651601,2017-06-15 15:36:54,iOS,"iPad2,4",US,acquisition_source_2
9164441597110312,2020-07-25 10:14:57,iOS,"iPhone10,6",IL,acquisition_source_3
1419265676895141,2018-01-12 7:50:25,iOS,"iPhone10,6",SG,acquisition_source_2
4342020916676292,2017-12-01 19:20:53,Android,motorola Moto G Play,CO,acquisition_source_2
7673720915502729,2017-07-08 19:26:34,Android,LGE LG-H630D,KZ,acquisition_source_2
6535523076889638,2017-10-11 0:36:38,iOS,"iPhone8,1",US,acquisition_source_3
1.04993E+15,2017-10-11 16:38:58,Android,samsung SM-G935P,US,acquisition_source_2
4320271072405823,2017-10-09 15:31:27,iOS,"iPhone6,2",GB,acquisition_source_2
7506351682728083,2017-12-24 20:17:35,Android,ZTE Blade V6,MX,acquisition_source_2
6716839548368927,2018-08-01 15:32:16,Desktop,"iPhone9,3",CO,acquisition_source_2
3637385686422881,2017-05-18 6:37:08,iOS,"iPod7,1",NZ,acquisition_source_2
8479157433809522,2017-08-22 22:14:23,iOS,"iPad2,5",GB,acquisition_source_2
7681302717345469,2017-10-22 18:36:44,iOS,"iPhone9,2",US,acquisition_source_3
4231498100427665,2017-04-01 3:15:35,iOS,"iPhone7,2",US,acquisition_source_4
3078955405926318,2017-05-31 10:47:21,iOS,"iPhone8,1",SE,acquisition_source_3
4649699617896355,2017-07-03 21:27:32,Android,samsung SAMSUNG-SM-G935A,US,acquisition_source_2
3701390740764919,2017-06-11 20:52:04,iOS,"iPhone8,4",GB,acquisition_source_2
606250934247867,2017-09-29 5:30:20,Android,samsung SM-J330G,ID,acquisition_source_4
6.24991E+15,2017-03-19 11:49:38,Android,LGE LGLS775,US,acquisition_source_2
5913510774483699,2017-10-19 0:59:50,iOS,"iPhone8,1",US,acquisition_source_3
3023597998147616,2017-11-04 21:12:44,Android,motorola Moto E (4),US,acquisition_source_2
6854338954739733,2017-10-02 14:30:57,Desktop,To Be Filled By O.E.M. (To Be Filled By O.E.M.),GB,acquisition_source_2
8479388133845179,2017-05-22 18:37:09,Android,samsung SM-A510F,GB,acquisition_source_3
9086373168488613,2017-11-23 5:34:26,Android,samsung SM-G920T,US,acquisition_source_2
2660630692309191,2017-05-14 23:15:54,iOS,"iPhone6,1",MX,acquisition_source_2
71186937974607,2017-07-23 8:41:56,Android,samsung SM-T715Y,ID,acquisition_source_3
2764649372419681,2017-11-26 16:05:36,Android,Micromax Micromax Q4251,IN,acquisition_source_4
8229811841560805,2017-12-23 2:45:31,Android,LGE LGMS210,US,acquisition_source_3
3654516886162023,2017-04-08 19:32:04,iOS,"iPhone9,2",US,acquisition_source_2
1241596503037264,2017-02-19 15:05:03,Android,samsung SM-A300H,MA,acquisition_source_2
9571497094637082,2017-01-14 5:20:29,iOS,"iPhone8,4",CA,acquisition_source_2
5259706348877816,2019-09-15 15:56:14,Android,LENOVO Lenovo A7000-a,IN,acquisition_source_5
6582640485524156,2017-10-19 20:06:22,iOS,"iPad2,2",IE,acquisition_source_2
3541153675420253,2017-12-19 19:11:06,iOS,"iPhone8,1",US,acquisition_source_3
9459769767165674,2017-04-09 1:04:06,iOS,"iPhone5,1",US,acquisition_source_2
7438870790196679,2017-01-05 0:09:27,iOS,"iPad4,5",US,acquisition_source_2
9227003083164982,2020-06-09 22:04:04,iOS,"iPad6,7",FR,acquisition_source_2
6211006351507196,2017-12-09 10:32:51,Android,samsung SAMSUNG-SM-G935A,US,acquisition_source_2
1306069640388845,2017-03-24 23:40:01,Android,samsung SM-T377P,US,acquisition_source_3
3751891005035794,2017-11-19 14:51:59,Android,samsung SM-G925F,ID,acquisition_source_4
5347469472978312,2017-12-17 13:43:07,iOS,"iPhone7,2",IQ,acquisition_source_4
1776735836869276,2017-01-06 15:12:05,iOS,"iPad2,5",FI,acquisition_source_2
3087033061732793,2017-03-19 23:58:14,Android,samsung SM-G930T,ZZ,acquisition_source_2
3170411764018139,2017-04-19 5:25:24,Desktop,20405 (LENOVO),PE,acquisition_source_2
1094535854760825,2017-07-14 1:49:40,iOS,"iPhone8,1",US,acquisition_source_2
3.62392E+15,2017-12-19 19:16:10,Android,HUAWEI VIE-L09,IT,acquisition_source_3
8.32695E+15,2017-09-06 16:20:45,iOS,"iPhone8,1",US,acquisition_source_2
1687634682505617,2017-12-24 1:09:53,iOS,"iPhone8,4",CA,acquisition_source_2
3021679519726244,2017-12-02 14:06:25,Android,samsung SM-J120M,PE,acquisition_source_2
9992175661054384,2017-08-17 13:18:02,Android,Letv Le X509,IN,acquisition_source_2
2094358983622112,2017-04-14 11:22:20,Desktop,"MacBook8,1",TZ,acquisition_source_2
3408321922666233,2018-03-06 23:08:34,Desktop,80QD (LENOVO),AU,acquisition_source_2
7146756258028962,2017-05-10 0:13:36,iOS,"iPad6,7",US,acquisition_source_2
4795548509804086,2017-02-14 14:31:32,iOS,"iPhone8,1",FR,acquisition_source_4
571449854630534,2017-07-05 3:52:27,iOS,"iPhone6,1",US,acquisition_source_2
9323075311258254,2017-07-30 1:01:49,Android,motorola MotoG3,CL,acquisition_source_2
5783380314558287,2017-09-16 10:06:04,Android,samsung SM-G610F,ID,acquisition_source_2
8178207104305218,2017-10-18 18:57:32,Android,samsung SM-T285YD,IN,acquisition_source_2
1408027049503323,2017-01-28 21:15:26,Android,TCL 5056A,CO,acquisition_source_2
6525509295577494,2017-09-16 2:55:09,iOS,"iPhone9,1",US,acquisition_source_2
1495063097732575,2017-03-14 16:17:30,Android,samsung SM-J500G,TH,acquisition_source_3
1160304577987125,2017-12-25 3:55:20,iOS,"iPhone8,2",PH,acquisition_source_4
4865197872954483,2017-08-22 0:02:46,Android,motorola Moto G 2014,AR,acquisition_source_2
5995698881111763,2017-12-16 17:26:16,iOS,"iPad4,4",US,acquisition_source_2
8228465814462045,2017-01-05 5:38:43,iOS,"iPad5,3",MX,acquisition_source_3
9890160812024147,2017-05-08 2:18:49,iOS,"iPhone8,1",US,acquisition_source_5
2461305595807541,2017-08-02 12:51:24,Android,motorola XT1635-01,US,acquisition_source_3
142486759992647,2019-11-22 11:54:06,iOS,"iPhone7,2",VN,acquisition_source_4
5308727700203253,2017-12-30 19:44:15,iOS,"iPhone7,2",CA,acquisition_source_4
982603116291955,2017-09-20 9:50:57,iOS,"iPhone7,2",GB,acquisition_source_2
5.11186E+15,2017-01-08 3:24:52,iOS,"iPad4,5",US,acquisition_source_1
3962660290096728,2017-09-15 16:30:11,Android,samsung SM-G920F,FI,acquisition_source_2
454125568248691,2017-05-26 18:13:51,Android,LGE LGLS775,US,acquisition_source_3
2832108367702636,2017-11-21 9:53:10,Android,samsung SM-G950F,AU,acquisition_source_2
7792160693392737,2017-06-13 4:41:01,Android,Motorola MotoG3,IN,acquisition_source_2
2.4311E+15,2017-11-26 9:20:00,iOS,"iPad3,1",AE,acquisition_source_2
8965560163284633,2017-03-06 1:43:15,Android,samsung GT-I9190,AR,acquisition_source_2
5334161033347679,2017-09-08 19:26:02,iOS,"iPhone7,2",US,acquisition_source_2
9876012684255656,2017-08-20 11:49:27,iOS,"iPad5,3",DE,acquisition_source_2
3304524661819381,2017-01-03 19:16:21,iOS,"iPhone6,1",US,acquisition_source_2
3.57262E+15,2017-04-07 16:14:38,iOS,"iPad4,4",US,acquisition_source_2
2942476793693344,2017-09-12 11:05:15,Android,samsung SM-G935F,AU,acquisition_source_3
7091354258610882,2017-09-04 17:08:52,Android,Xiaomi Redmi 4,IN,acquisition_source_2
5315394953550772,2017-01-30 4:32:17,Android,samsung SM-G935P,US,acquisition_source_2
2.11215E+15,2016-10-11 14:42:39,Android,samsung SM-G610F,ZZ,acquisition_source_2
4521415740033512,2017-01-03 23:59:19,iOS,"iPhone7,2",SG,acquisition_source_3
141456113850736,2017-11-13 20:14:12,Android,HUAWEI HUAWEI VNS-L21,EE,acquisition_source_4
2671405206267017,2017-10-01 12:28:34,Android,Sony D6503,RU,acquisition_source_2
7935765438382032,2017-02-04 7:57:34,Android,samsung SM-T113NU,PH,acquisition_source_2
3602969163165474,2017-08-27 6:06:35,Android,Xiaomi Redmi Note 4,IN,acquisition_source_2
8643974560214504,2017-01-28 19:32:14,iOS,"iPhone8,2",US,acquisition_source_3
2030207442280476,2017-01-15 21:13:56,iOS,"iPhone7,2",US,acquisition_source_1
4948460933624434,2018-02-21 17:50:26,iOS,"iPhone9,3",DE,acquisition_source_2
6251541386416272,2018-10-29 19:20:45,Desktop,"iPhone9,3",US,acquisition_source_5
3324355924457508,2017-02-10 16:36:53,iOS,"iPhone6,2",NO,acquisition_source_2
5175325485182308,2017-02-20 21:29:42,iOS,"iPhone8,1",US,acquisition_source_3
9801742681447255,2017-03-07 22:43:51,Android,samsung SM-N900V,GB,acquisition_source_2
1536868130014099,2017-11-18 20:44:01,Android,LGE VS500,US,acquisition_source_3
8010923089546897,2017-06-22 22:11:32,Desktop,SVF14213CLB (Sony Corporation),MX,acquisition_source_5
979027982324335,2017-03-25 7:18:05,Desktop,HUAWEI CHM-U01,FI,acquisition_source_2
8041556648978985,2017-08-12 23:34:04,Android,samsung SM-G900V,US,acquisition_source_3
7328751462674741,2017-04-07 18:33:07,iOS,"iPhone6,1",CA,acquisition_source_2
6.46965E+15,2017-12-24 20:45:58,iOS,"iPhone7,2",DE,acquisition_source_2
6046286354705136,2017-05-06 4:02:31,iOS,"iPhone8,1",US,acquisition_source_2
8206855334708935,2017-07-12 14:23:30,iOS,"iPad4,4",FR,acquisition_source_2
2188823369470266,2017-05-21 17:19:20,Android,LGE Nexus 5X,US,acquisition_source_2
963605009865646,2017-11-11 4:52:50,iOS,"iPad4,4",NP,acquisition_source_2
8936352522538886,2017-08-22 11:32:42,iOS,"iPhone6,1",GH,acquisition_source_2
3749668033279809,2017-01-07 10:15:04,iOS,"iPhone7,2",RU,acquisition_source_3
4318143824684047,2017-05-15 2:37:07,Android,samsung SM-J320V,US,acquisition_source_2
9086751534754018,2017-09-11 2:01:52,Android,Sony D6633,RU,acquisition_source_3
5394930969346512,2017-04-07 12:42:55,Android,samsung GT-N7100,IN,acquisition_source_3
2388096161043465,2017-12-25 16:49:04,Android,ZTE Z718TL,CA,acquisition_source_3
7220067226137737,2017-10-01 1:34:39,iOS,"iPhone5,3",US,acquisition_source_4
5632502058685746,2017-11-19 1:51:37,Android,samsung SM-N910P,US,acquisition_source_2
8657888415875156,2017-12-29 12:15:24,iOS,"iPad6,3",IT,acquisition_source_2
9758684235606569,2018-01-29 14:42:54,iOS,"iPad2,1",KE,acquisition_source_4
7378531557081851,2017-06-02 15:36:23,iOS,"iPhone7,2",ID,acquisition_source_2
4798627028836181,2017-06-02 22:37:15,iOS,"iPhone9,4",US,acquisition_source_2
927669887217283,2017-12-09 20:13:31,iOS,"iPad5,4",BR,acquisition_source_2
6267681091999923,2017-01-20 12:31:29,Android,samsung SM-G920F,GB,acquisition_source_3
8442242453771967,2017-10-06 18:53:32,iOS,"iPhone6,2",GB,acquisition_source_2
6915195032571857,2017-04-06 3:18:55,Android,BGH BGH Joy Smart AXS II,AR,acquisition_source_2
5839974257179267,2017-03-15 22:10:04,Android,samsung SM-G935T,US,acquisition_source_3
4912039772436753,2017-11-08 2:03:43,Android,samsung SM-G903W,CA,acquisition_source_3
7014989487071254,2017-03-05 3:16:46,Android,ZTE Z717VL,US,acquisition_source_2
327012278173114,2017-04-01 23:11:01,iOS,"iPhone6,1",PK,acquisition_source_2
8.26684E+15,2017-03-08 2:25:26,iOS,"iPad5,3",CA,acquisition_source_2
8612307348844613,2017-10-29 9:11:57,Android,asus ASUS_X013D,MY,acquisition_source_3
5491122258642606,2017-01-14 17:11:22,iOS,"iPhone7,2",US,acquisition_source_1
2857342751298585,2018-01-18 8:00:50,Android,samsung SAMSUNG-SM-G920A,US,acquisition_source_3
169517211184387,2017-04-14 9:19:55,iOS,"iPhone7,1",AU,acquisition_source_2
1996835121999936,2017-12-24 19:55:12,Android,AlcatelOneTouch 5049W,US,acquisition_source_3
3396841579756312,2017-07-02 16:45:18,Android,samsung SM-A500FU,AT,acquisition_source_3
4319947618133164,2017-04-15 15:32:59,iOS,"iPhone8,1",US,acquisition_source_2
2853651825576642,2017-03-08 18:13:44,Android,samsung SM-A500FU,PL,acquisition_source_2
1809111897555188,2017-01-29 1:31:56,iOS,"iPhone7,2",AU,acquisition_source_2
6229783530492491,2017-12-18 22:53:51,Android,HUAWEI ALE-L02,NZ,acquisition_source_2
1215575966670303,2017-10-22 1:19:07,iOS,"iPhone10,5",US,acquisition_source_2
4433145245377431,2017-10-22 2:45:20,iOS,"iPhone8,1",US,acquisition_source_2
667207546713588,2017-06-05 15:41:15,Android,samsung SM-G930F,AU,acquisition_source_2
4007042411170393,2017-04-21 3:58:47,iOS,"iPhone7,2",IN,acquisition_source_4
5143522486851068,2017-12-25 16:43:20,iOS,"iPad4,4",US,acquisition_source_3
3303983448665873,2017-04-25 14:38:52,iOS,"iPhone5,2",GB,acquisition_source_4
6092595254376081,2017-08-09 22:19:18,iOS,"iPhone9,3",CA,acquisition_source_3
1389068759536484,2017-12-24 19:35:24,iOS,"iPhone6,2",TR,acquisition_source_3
4823588730581757,2017-04-09 15:40:32,iOS,"iPhone7,2",NL,acquisition_source_3
1933538957737686,2017-04-21 2:43:24,iOS,"iPhone8,2",US,acquisition_source_3
5144813361903305,2017-07-13 10:42:18,iOS,"iPhone7,2",US,acquisition_source_3
7414872733884171,2017-06-14 17:00:03,iOS,"iPhone8,1",US,acquisition_source_2
6313316227587729,2017-05-12 22:11:25,iOS,"iPhone7,2",US,acquisition_source_2
7920717255648447,2017-08-20 17:10:27,Android,LGE LG-K120,GB,acquisition_source_3
5.34372E+15,2017-02-23 5:08:51,iOS,"iPhone7,1",US,acquisition_source_3
1245074224504936,2017-05-13 3:58:46,Android,LGE LG-K425,US,acquisition_source_3
7114911968607623,2017-07-07 22:49:24,Desktop,MS-7721 (MSI),LV,acquisition_source_2
3500338646708617,2017-09-15 20:45:50,iOS,"iPhone8,2",CA,acquisition_source_2
2791694740299923,2017-01-15 13:45:12,Android,samsung SM-G900F,DE,acquisition_source_2
586764527561947,2017-01-29 1:51:04,Android,samsung SM-J700T,US,acquisition_source_3
3684190471684417,2017-12-29 19:17:02,Android,samsung SM-G930F,GB,acquisition_source_2
3077665891275843,2017-12-12 14:22:46,Android,samsung GT-I9300,AR,acquisition_source_2
208011663719419,2017-11-05 9:36:16,iOS,"iPhone9,4",US,acquisition_source_2
8872152208318477,2017-09-18 19:39:36,Android,samsung SM-G7102,JO,acquisition_source_3
5739053960184884,2017-07-21 17:16:05,Android,Wileyfox Swift 2 Plus,GB,acquisition_source_3
8868395231966257,2017-01-06 19:16:55,Android,motorola XT1254,US,acquisition_source_3
4321745872057514,2017-10-31 7:58:33,Android,Vodafone VFD 700,NZ,acquisition_source_4
1562664538430583,2019-01-24 21:03:25,iOS,"iPad6,11",GB,acquisition_source_3
4476776961569827,2017-05-15 1:30:09,Android,NOBLEX NOBLEX N451,AR,acquisition_source_2
7697035800503756,2017-12-28 20:41:19,Android,samsung SM-J327T1,US,acquisition_source_3
2147710673181523,2017-11-23 16:32:46,iOS,"iPhone9,1",US,acquisition_source_2
215125338676560,2017-02-23 5:46:05,Android,samsung SM-G928V,US,acquisition_source_3
5757306814754683,2017-04-30 23:52:38,Android,LGE LGUK410,US,acquisition_source_3
6227104283195761,2017-02-05 6:14:51,iOS,"iPhone6,1",US,acquisition_source_2
1000570183650642,2017-02-11 18:05:37,iOS,"iPad2,5",TR,acquisition_source_3
977044334206683,2017-08-05 21:05:09,iOS,"iPhone4,1",MX,acquisition_source_3
6126286178542861,2017-04-30 8:31:52,Android,LGE VS425PP,US,acquisition_source_2
665328962269733,2017-09-10 22:23:45,Android,samsung SM-J105B,MX,acquisition_source_2
1309254822906755,2017-07-21 0:15:22,Android,samsung SM-J320V,US,acquisition_source_2
6.26615E+15,2017-08-21 14:24:18,Android,Sony F3111,GB,acquisition_source_3
788708092815353,2020-12-09 16:32:16,Android,samsung SM-N9000Q,TR,acquisition_source_2
2.02858E+15,2017-08-14 15:08:43,Android,HTC HTC Desire 626,IL,acquisition_source_2
4.83603E+15,2017-12-31 1:38:06,Android,samsung SM-J710MN,AR,acquisition_source_2
6.22105E+15,2017-01-02 3:22:02,iOS,"iPhone8,1",US,acquisition_source_2
4546711844263066,2017-03-22 1:18:47,Android,LGE LGMS428,US,acquisition_source_3
6137153470718556,2017-12-08 0:13:27,iOS,"iPod7,1",MX,acquisition_source_2
5438204676879245,2017-02-22 0:50:32,Android,samsung SM-G935V,US,acquisition_source_2
9993095626017042,2017-04-15 21:46:16,iOS,"iPhone8,1",US,acquisition_source_2
4958220052990218,2018-01-17 7:34:35,iOS,"iPhone9,4",US,acquisition_source_3
5524802552006043,2017-05-28 16:32:14,iOS,"iPhone5,4",BR,acquisition_source_2
5305939165394562,2017-01-02 16:41:40,Android,samsung SM-G930F,IT,acquisition_source_2
9236115196578328,2017-05-10 11:24:37,Android,OPPO OPPO R9s,CN,acquisition_source_2
6563777215109522,2017-03-08 5:28:52,Android,OnePlus ONEPLUS A3003,IN,acquisition_source_2
3923574477894004,2018-02-04 23:49:55,iOS,"iPhone9,2",US,acquisition_source_3
8970836423611739,2017-11-23 1:34:56,iOS,"iPad4,4",MX,acquisition_source_4
5501703260380882,2017-11-25 8:43:19,Android,samsung SM-J500F,MD,acquisition_source_2
3305031088238093,2017-04-10 16:30:24,iOS,"iPhone8,2",GB,acquisition_source_2
4497462026389246,2017-10-23 22:11:50,iOS,"iPhone6,2",NZ,acquisition_source_2
1710766249471285,2017-01-03 23:22:54,Android,google Pixel C,US,acquisition_source_2
9918371500010189,2017-07-15 4:25:42,Android,LGE LGLS775,US,acquisition_source_3
9.22119E+15,2017-02-28 2:08:18,Android,asus ASUS_Z00UD,TW,acquisition_source_2
6.04279E+15,2017-12-28 23:26:42,iOS,"iPhone9,3",US,acquisition_source_3
9364183471508893,2017-08-02 16:29:47,Android,samsung SM-G950F,DK,acquisition_source_2
55155528514860,2017-10-11 0:55:43,Android,Google Pixel XL,US,acquisition_source_3
9808447407826787,2017-04-10 0:58:06,Android,OPPO A1601,AU,acquisition_source_3
7164258009938941,2017-10-14 19:46:40,Android,motorola Moto G (4),BR,acquisition_source_4
6926622098099229,2017-06-03 9:35:04,Desktop,"iPhone6,2",GB,acquisition_source_2
1394157171349047,2017-10-29 18:42:42,Android,samsung GT-I9500,SA,acquisition_source_2
6.30155E+15,2017-06-30 14:05:49,iOS,"iPhone9,4",NL,acquisition_source_4
9737454822682238,2017-12-11 8:59:38,Android,vivo vivo 1606,IN,acquisition_source_3
7122569443459788,2017-03-22 3:23:04,iOS,"iPhone7,2",US,acquisition_source_4
3524895456094276,2017-05-19 2:20:37,iOS,"iPhone7,1",US,acquisition_source_2
442733813846998,2017-06-26 5:18:42,Android,samsung SM-G930V,US,acquisition_source_3
6112006231539377,2017-10-05 2:07:45,iOS,"iPhone8,4",US,acquisition_source_2
2627184510295393,2017-06-09 14:05:10,iOS,"iPhone9,3",DE,acquisition_source_2
7236998560260909,2017-06-05 13:16:16,iOS,"iPhone6,2",GB,acquisition_source_1
9146823460120471,2017-08-18 21:33:37,Android,condor PGN515,DZ,acquisition_source_5
1103771840675229,2017-08-01 15:16:50,iOS,"iPhone9,3",ID,acquisition_source_2
3.5912E+15,2017-10-23 12:03:58,Android,Elite 4 Elite 4,IT,acquisition_source_2
8309786945403109,2017-10-31 19:44:36,iOS,"iPhone9,4",US,acquisition_source_2
3604883098842957,2017-09-03 10:55:40,Android,samsung GT-I9195,DE,acquisition_source_2
8220736854351464,2017-07-09 1:49:36,Android,samsung SM-P555,NZ,acquisition_source_3
192350502030373,2017-12-28 2:39:12,Android,samsung SM-G955U,US,acquisition_source_2
4480421367087217,2017-08-03 23:33:41,Android,samsung SM-G550T,US,acquisition_source_3
8735832950381822,2017-03-14 18:28:53,Desktop,HP Notebook (HP),GB,acquisition_source_2
4810468907932781,2017-12-04 2:15:22,Android,TCT A571VL,US,acquisition_source_1
5875937790490727,2017-01-28 11:05:01,iOS,"iPad5,3",KR,acquisition_source_2
7122969344567051,2017-11-07 22:58:54,iOS,"iPad4,1",US,acquisition_source_2
656630156452456,2017-06-12 3:40:00,Desktop,10110 (LENOVO),SG,acquisition_source_2
2310684162582987,2017-04-09 7:57:07,iOS,"iPhone6,2",RU,acquisition_source_2
1330272516520223,2017-07-03 13:08:08,Android,Xiaomi Redmi Note 4,ID,acquisition_source_2
3.67856E+15,2017-08-12 21:31:42,iOS,"iPad2,1",NZ,acquisition_source_2
5663863752684968,2017-04-26 6:29:55,Android,LGE LG-H831,DE,acquisition_source_3
6764942082556479,2017-04-30 14:00:41,iOS,"iPhone6,2",GB,acquisition_source_2
4906384966844678,2017-12-27 20:41:22,iOS,"iPhone8,2",MX,acquisition_source_2
2758361717246066,2017-01-08 2:45:38,Android,samsung SM-G935V,US,acquisition_source_2
