profile_id,activity_date,songs_played
1.33772E+15,2017-06-03,43
1.33772E+15,2017-12-31,17
6929797563411517,2017-07-16,5
3904410465005177,2017-11-06,29
3904410465005177,2017-09-02,41
7403414180418392,2017-05-10,2
8761354998285254,2017-03-01,12
3904410465005177,2017-12-19,2
3148169039290363,2017-07-22,1
8922305026068696,2017-11-23,1
6.57301E+15,2017-09-19,1
7929125949114759,2017-08-22,7
9785605060656028,2017-09-21,2
2098428388182437,2017-07-30,1
5081326794951212,2017-08-27,1
5081326794951212,2017-08-30,3
5081326794951212,2017-11-22,26
5842108979910538,2017-04-02,115
3583938649850988,2017-04-28,32
1386380176922224,2017-03-06,1
8290572526350698,2017-05-13,8
790708870267417,2017-01-03,1
4750735782187389,2017-07-22,14
4750735782187389,2017-07-21,26
6010134421067608,2017-05-12,1
6.37849E+15,2017-12-30,4
9272416465067984,2017-06-24,1
4387504733694801,2017-11-02,1
9673596141255162,2017-07-09,1
9618515696030129,2017-12-15,23
9618515696030129,2017-12-18,38
9136897569211029,2017-10-06,19
4159666540024685,2017-08-17,10
3447000094973748,2017-04-09,1
5021837741222278,2017-11-21,16
5021837741222278,2017-11-18,39
5021837741222278,2017-11-20,29
7926186252914865,2017-09-15,22
7926186252914865,2017-09-25,20
6974288398082635,2017-01-23,12
9151559479934754,2017-05-02,3
1397589479506132,2017-09-03,4
5021837741222278,2017-12-06,27
7701265348190722,2017-04-10,1
5778534972277296,2017-05-09,27
5778534972277296,2017-04-19,28
5778534972277296,2017-06-18,18
5778534972277296,2017-04-08,20
5778534972277296,2017-06-02,33
5778534972277296,2017-06-09,26
5123176358998142,2017-09-05,1
7014263747805138,2017-12-21,71
2047732263089989,2017-10-10,30
5877697820095328,2017-07-02,1
5708456324935941,2017-01-05,1
6703404403834533,2017-12-29,24
6387774370428728,2017-11-18,2
6387774370428728,2017-12-04,30
6351895140639991,2017-03-15,1
143765164558651,2017-03-13,26
9515707049482598,2017-09-03,1
2.33193E+15,2017-03-09,11
1362827679530328,2017-12-16,68
1362827679530328,2017-12-05,77
8631918707391839,2017-12-05,36
8631918707391839,2017-10-05,55
3653492185283453,2017-05-11,23
946827090966549,2017-02-22,94
8631918707391839,2017-07-24,74
3509058186584234,2017-09-02,1
6559507336033441,2017-09-14,3
4169119153821339,2017-11-29,14
1854447791943627,2017-10-10,1
6534068013796705,2017-12-15,1
9410386593874125,2017-11-20,1
5723762999038434,2017-10-12,1
8.5686E+15,2017-07-01,9
6818664613535323,2017-07-19,9
6818664613535323,2017-07-28,6
726710442336637,2017-09-15,10
3654910888925201,2017-05-02,1
8987096635584346,2017-12-24,1
8987096635584346,2017-12-30,24
8424440249264869,2017-07-05,16
3980934184932795,2017-05-27,1
4169119153821339,2017-11-26,1
5258573851491206,2017-11-21,10
5065554139381533,2017-03-22,1
2631589203809722,2017-09-09,1
2709687786205389,2017-04-06,17
2709687786205389,2017-04-08,4
2511551073749127,2017-03-03,17
8425341027017303,2017-05-09,1
9672324042556968,2017-12-03,8
9672324042556968,2017-09-24,1
6157937621873224,2017-07-07,1
2.56589E+15,2017-12-25,14
7.97574E+15,2017-06-08,2
3795507662167534,2017-01-21,1
813837522500636,2017-06-26,1
5355936014265248,2017-12-12,1
7611985894555911,2017-05-23,3
8567663692600343,2017-04-17,1
8526436492293588,2017-08-07,1
4249733752661632,2017-09-09,28
6189446415583665,2017-03-22,7
6296166807272133,2017-07-10,14
4797957199334771,2017-08-11,64
714077383553529,2017-09-24,1
6296166807272133,2017-07-07,22
702588120299823,2017-10-14,33
2332882522543196,2017-11-22,8
7841565373259704,2017-10-14,1
1431604818699912,2017-10-23,25
5770950724686614,2017-05-02,57
1139051493004116,2017-02-14,1
5467892603156452,2017-07-17,22
5467892603156452,2017-05-20,29
5467892603156452,2017-08-14,24
5467892603156452,2017-08-28,10
5467892603156452,2017-07-12,13
5467892603156452,2017-07-14,9
5467892603156452,2017-07-10,1
8545115591631398,2017-12-17,1
4773191124623303,2017-08-10,17
4773191124623303,2017-09-25,10
4773191124623303,2017-02-07,3
6811041596817775,2017-07-07,1
3853162199930487,2017-09-28,1
6306746020863343,2017-04-21,7
9476819179670521,2017-01-06,1
6132408087154716,2017-05-27,12
2295731376476482,2017-01-17,1
8605822053207033,2017-02-11,1
4347730042537987,2017-07-10,55
4347730042537987,2017-06-28,21
4347730042537987,2017-07-13,44
4347730042537987,2017-12-20,21
4347730042537987,2017-07-05,33
1263890968804826,2017-08-04,25
4194875762250268,2017-09-24,1
826868413540553,2017-10-11,2
9430117194664929,2017-09-17,1
1187098307225018,2017-06-02,12
1381024221019874,2017-12-31,1
5954621394464481,2017-11-22,31
6711577558774879,2017-08-13,1
3864805203344867,2017-07-17,36
3864805203344867,2017-11-11,1
3864805203344867,2017-03-27,43
3864805203344867,2017-04-26,24
9114606948132838,2017-09-13,27
4564947728596398,2017-12-15,24
4564947728596398,2017-12-23,19
4564947728596398,2017-12-20,20
9997905475848415,2017-08-16,9
7.69934E+15,2017-01-27,4
6313008759951286,2017-12-05,15
1857391422523773,2017-02-04,1
8851780263595625,2017-07-14,1
8851780263595625,2017-04-27,18
8851780263595625,2017-05-14,9
8851780263595625,2017-08-18,8
3271098322985686,2017-06-23,11
5219793160448894,2017-03-03,1
2655001595517076,2017-12-07,17
4828747209600291,2017-11-27,1
775011958998830,2017-07-19,1
8988019989366793,2017-09-18,23
6380902441405726,2017-11-04,10
1293737007734796,2017-05-16,21
1205889649205614,2017-11-15,1
454155133537245,2017-11-29,21
1547260218705723,2017-05-20,34
1547260218705723,2017-06-12,21
1547260218705723,2017-10-15,1
1.8395E+15,2017-12-04,1
4727487129232238,2017-12-24,1
13053012164460,2017-09-11,16
5483684723406462,2017-10-19,3
8034355009787258,2017-02-19,1
3577281635174194,2017-04-12,23
6343011296041613,2017-03-09,34
5.20303E+15,2017-10-28,11
2399485254115532,2017-12-10,1
2952216433572027,2017-04-28,18
2.81689E+15,2017-11-17,19
2.81689E+15,2017-11-20,24
6503914337599647,2017-11-19,87
6418292287529345,2017-07-28,22
5837370213658278,2017-11-30,6
3262305610384559,2017-10-30,16
3262305610384559,2017-10-27,27
442441496824189,2017-11-02,1
9776678709494207,2017-06-11,1
5902203940320307,2017-04-23,1
6.16866E+15,2017-01-25,6
6.16866E+15,2017-01-21,1
6165365877975066,2017-12-09,24
149050963780580,2017-07-17,18
149050963780580,2017-07-12,1
5155348953659732,2017-07-10,10
414726164205940,2017-10-28,4
571996680994673,2017-03-03,20
7081065227163438,2017-05-08,6
5833541909213405,2017-03-10,30
6365751668280959,2017-07-19,9
357324388826163,2017-01-07,1
1990571797221282,2017-10-23,1
3095229984326694,2017-12-17,2
481123396014989,2017-10-02,19
481123396014989,2017-10-24,14
1430972268962089,2017-07-31,15
2361829885542863,2017-09-05,20
2361829885542863,2017-03-22,1
2361829885542863,2017-10-29,35
357324388826163,2017-01-17,7
6161687838487394,2017-05-22,7
7923574127295953,2017-10-14,19
4461903736120848,2017-02-12,10
4461903736120848,2017-02-15,32
9834323110971393,2017-12-31,18
5433982939932625,2017-06-09,5
5433982939932625,2017-02-03,61
5056940817334607,2017-08-22,1
7547608625196598,2017-02-25,22
7547608625196598,2017-02-22,9
865470575817595,2017-03-04,3
8352458490331711,2017-10-20,2
6678078054493742,2017-09-06,7
5534115540087571,2017-12-02,15
7939182063161273,2017-06-21,1
5661292821443795,2017-11-15,7
7117680366945326,2017-10-17,6
1547209635394783,2017-08-29,20
9557709574728439,2017-01-06,1
5694422521023106,2017-12-24,19
1293684468321422,2017-05-14,11
9125404540010119,2017-07-09,24
2574571377307612,2017-08-10,3
2574571377307612,2017-07-23,77
2574571377307612,2017-07-09,158
994216940124637,2017-11-14,28
994216940124637,2017-11-15,3
3063892217118372,2017-08-27,1
3063892217118372,2017-07-05,1
3063892217118372,2017-07-02,35
3063892217118372,2017-03-21,19
3063892217118372,2017-05-31,1
3063892217118372,2017-07-21,1
3063892217118372,2017-03-30,19
3063892217118372,2017-04-24,1
3063892217118372,2017-10-15,1
3063892217118372,2017-10-07,1
5694422521023106,2017-12-27,6
3063892217118372,2017-09-28,1
5595574847574987,2017-02-12,1
9723196529894852,2017-03-02,9
9723196529894852,2017-03-05,54
3528735472929017,2017-03-30,22
7583363376365037,2017-07-21,12
9227037564505742,2017-12-15,112
798149277966103,2017-02-28,16
798149277966103,2017-06-11,13
723675292702679,2017-07-17,27
2.47542E+15,2017-09-19,18
2.47542E+15,2017-08-17,41
5900273990845486,2017-06-11,10
5332933228399232,2017-12-02,43
5332933228399232,2017-11-23,63
5332933228399232,2017-11-14,9
1391733401049176,2017-12-03,27
8.08981E+15,2017-10-09,2
197251480159559,2017-07-12,14
197251480159559,2017-08-26,3
197251480159559,2017-08-02,19
2811837330376825,2017-03-05,43
2811837330376825,2017-03-04,21
631579449085536,2017-06-25,1
2011996784791586,2017-07-28,3
5332933228399232,2017-11-10,1
8671768270206936,2017-10-15,1
7491439955746413,2017-09-20,2
9852895052737693,2017-04-03,1
295779390412083,2017-11-29,1
7579885728975018,2017-05-24,1
5139849151026601,2017-01-17,16
1634804582794421,2017-09-08,1
7712026060749081,2017-08-16,1
1867973553714025,2017-06-22,1
2.49893E+15,2017-09-10,6
2.49893E+15,2017-11-02,12
5932778475141011,2017-03-18,1
5733922763204658,2017-05-23,1
5.61614E+15,2017-04-02,34
9048392897179128,2017-10-08,1
5211316462142921,2017-08-19,9
5211316462142921,2017-07-14,1
3.02099E+15,2017-08-14,76
6598258700344101,2017-05-26,1
1582485485278388,2017-07-09,1
5461270731514071,2017-05-05,1
7305117964273693,2017-12-25,1
2880794521191286,2017-06-20,1
7.76403E+15,2017-12-25,6
6.40476E+15,2017-11-28,1
4807649740139116,2017-03-25,3
4807649740139116,2017-06-21,4
4807649740139116,2017-04-07,1
4807649740139116,2017-06-25,4
4807649740139116,2017-05-21,8
4807649740139116,2017-07-26,3
4807649740139116,2017-03-07,41
4807649740139116,2017-04-03,1
4807649740139116,2017-06-05,9
4807649740139116,2017-05-12,71
5263564631459428,2017-12-23,58
7620227894410502,2017-06-27,1
3646089664169055,2017-10-01,5
4616407203380659,2017-06-08,1
1536868130014099,2017-11-18,1
1118802984183516,2017-12-19,11
9411447802906732,2017-08-21,3
6077394568348335,2017-06-29,29
6077394568348335,2017-07-07,32
6077394568348335,2017-04-16,37
6077394568348335,2017-10-12,20
6077394568348335,2017-10-15,23
6077394568348335,2017-02-11,19
6077394568348335,2017-05-10,31
6077394568348335,2017-05-27,76
6077394568348335,2017-05-19,68
3190956905854321,2017-08-04,1
3556466951860379,2017-06-25,1
8389160380669482,2017-10-11,5
4646045592157638,2017-05-15,17
9103011199949219,2017-06-07,22
9103011199949219,2017-05-08,45
9103011199949219,2017-07-27,15
9406023379743967,2017-11-08,1
4169489489520516,2017-04-26,41
5021837741222278,2017-11-09,28
5057522556451287,2017-03-20,1
6559507336033441,2017-09-13,27
9453645561124419,2017-04-07,3
702588120299823,2017-10-02,1
2467755785251539,2017-06-25,13
3262305610384559,2017-10-24,1
7831854536057389,2017-05-30,4
2797455599832956,2017-11-04,1
9848567926811383,2017-10-10,26
2471693135001266,2017-04-13,1
1141433778007051,2017-11-04,23
3063892217118372,2017-05-21,7
798149277966103,2017-02-27,31
9215790668014928,2017-07-19,1
7762395636902307,2017-08-27,1
4344513446021829,2017-01-20,7
8124635892373539,2017-10-07,15
9991475903098457,2017-02-03,1
9103011199949219,2017-10-13,7
142237952737014,2017-05-20,1
923753166516769,2017-01-25,1
7837858594010228,2017-01-01,1
1774730164832929,2017-10-28,25
8886783730515765,2017-01-22,10
8886783730515765,2017-01-29,10
8886783730515765,2017-01-10,10
3637066942549339,2017-02-04,26
3432716035324739,2017-08-15,45
9598827012442776,2017-09-01,8
7340565215542879,2017-04-23,9
9.87795E+15,2017-11-18,4
8405216620534336,2017-04-09,10
9085999217279771,2017-09-14,1
1596368184068973,2017-09-22,18
7326645517260218,2017-12-06,19
8001458110934221,2017-01-30,3
9918720500345638,2017-06-28,1
9300451908054502,2017-11-04,49
489617829090927,2017-08-29,1
9265489913077435,2017-02-08,6
9265489913077435,2017-03-08,18
7205139896551598,2017-01-08,11
7205139896551598,2017-01-07,1
6296809963697989,2017-05-19,1
1004027518443626,2017-04-05,16
1475153412535761,2017-04-28,16
9265489913077435,2017-03-11,14
9265489913077435,2017-04-14,5
9265489913077435,2017-07-05,11
9065219436821239,2017-09-19,1
5970637207903488,2017-01-06,1
4386915075192481,2017-12-25,1
5800873823982521,2017-02-20,13
5182672043082909,2017-04-28,1
6538283650465309,2017-11-19,4
1596865504043858,2017-12-01,1
6035793667626381,2017-02-16,15
5324123298213606,2017-05-14,11
385004870999742,2017-11-01,14
6121033760324502,2017-11-13,9
6121033760324502,2017-11-11,12
6121033760324502,2017-11-15,30
1822587305126069,2017-09-17,1
6715009790611231,2017-05-16,1
8865003017902485,2017-10-19,1
4571950106432076,2017-09-04,1
4571950106432076,2017-09-25,4
2.90985E+15,2017-10-19,18
2.90985E+15,2017-10-18,108
5218105942575524,2017-07-05,3
7961993443775168,2017-01-27,1
321940825601784,2017-11-02,10
1025464578535728,2017-11-15,144
1025464578535728,2017-11-23,5
1025464578535728,2017-12-20,33
2967844477572268,2017-11-17,34
2967844477572268,2017-12-10,50
2967844477572268,2017-12-01,5
6396172941157958,2017-06-15,1
902095749696866,2017-09-26,18
1025464578535728,2017-11-12,139
2967844477572268,2017-11-16,35
3033057588274743,2017-12-27,31
9.08751E+15,2017-01-14,6
2259192170382215,2017-10-14,1
9965543706888381,2017-10-22,1
9329146388042371,2017-09-21,1
1309254822906755,2017-08-15,4
7.34939E+15,2017-10-08,22
9207716297919083,2017-02-07,35
9207716297919083,2017-01-07,19
1303136828260211,2017-05-10,22
9274219920564858,2017-06-22,1
828441673913628,2017-08-28,77
4246635984427187,2017-12-09,1
4483291349468923,2017-06-24,35
4483291349468923,2017-07-06,9
3581779027960047,2017-12-25,66
3581779027960047,2017-12-29,96
211990054138361,2017-09-22,1
729872549372731,2017-07-16,5
1100026312523018,2017-06-15,9
1100026312523018,2017-06-17,25
1734236699528271,2017-01-17,10
1734236699528271,2017-01-10,13
1545791386008363,2017-11-11,48
5048139294621559,2017-08-25,1
7492244811155558,2017-08-10,21
5719775849810704,2017-02-21,17
7259863736807412,2017-09-27,1
5972687446107821,2017-10-12,4
5669312295700341,2017-08-25,24
650430505137075,2017-10-02,1
6283498605595121,2017-04-19,1
6239123029802497,2017-05-24,46
1652644561575278,2017-08-14,7
6454369974065649,2017-04-30,1
3464504502856811,2017-01-23,1
8459001550262055,2017-08-05,2
8.17257E+15,2017-12-08,3
5867207216028594,2017-06-11,1
629164380941019,2017-07-08,1
8461938538944923,2017-10-16,1
8059140781604326,2017-05-02,1
7610087623749237,2017-09-10,1
6442936262437219,2017-08-05,8
3012809514166426,2017-12-10,1
4807603814493954,2017-09-04,9
2185812344940726,2017-01-11,3
5.25531E+15,2017-03-28,1
3025302041719491,2017-03-12,29
7121811744930631,2017-01-15,1
4738737084713921,2017-07-15,7
4738737084713921,2017-06-16,2
3209045816173434,2017-05-06,20
3209045816173434,2017-04-27,9
629164380941019,2017-06-20,45
2684505998326791,2017-07-21,18
1928118436527062,2017-02-11,8
1659858866363927,2017-09-20,14
1659858866363927,2017-08-07,12
1659858866363927,2017-08-01,27
1659858866363927,2017-10-09,52
4371481876885692,2017-04-29,8
282809877349697,2017-03-31,27
7839328568210029,2017-03-19,17
3916216512163143,2017-01-02,1
4904389027534529,2017-10-28,46
3.36549E+15,2017-10-12,3
3.36549E+15,2017-10-15,22
6176663757142702,2017-11-15,1
5653207150984769,2017-09-13,12
5653207150984769,2017-09-11,1
6.09189E+15,2017-06-18,13
6.09189E+15,2017-06-24,7
6.09189E+15,2017-06-15,13
6.09189E+15,2017-06-05,27
8647106889901726,2017-06-24,5
2377856688107432,2017-07-26,1
9184068030368755,2017-06-14,42
5178848901156301,2017-03-24,1
5997054795340342,2017-02-13,1
8496907083997144,2017-02-14,66
9414604785723969,2017-12-02,1
2693157475579676,2017-08-11,1
972593478088517,2017-04-11,1
4611883704970788,2017-05-13,9
4611883704970788,2017-05-10,14
4611883704970788,2017-09-24,65
4611883704970788,2017-11-03,11
4611883704970788,2017-05-14,42
4611883704970788,2017-06-27,16
4611883704970788,2017-06-05,44
1233826070386435,2017-05-17,3
1233826070386435,2017-03-22,1
2.96954E+15,2017-05-18,1
1530868602289044,2017-11-27,14
4699637962332539,2017-12-27,2
2693157475579676,2017-08-18,20
4611883704970788,2017-11-16,4
390460284002588,2017-01-29,1
1002130852655419,2017-06-01,22
5301648977787162,2017-07-16,30
342304267532693,2017-12-23,6
2532666576308107,2017-12-05,12
6716534597319212,2017-03-06,1
4317084340653737,2017-09-04,4
3902790261813007,2017-06-20,1
988459069642468,2017-02-13,1
568844526107646,2017-10-26,1
4584108693240502,2017-08-12,36
4584108693240502,2017-08-14,87
7937425505098616,2017-10-26,10
7937425505098616,2017-09-24,8
3306810591845935,2017-11-17,5
3306810591845935,2017-11-16,21
9407744953407382,2017-03-18,1
9407744953407382,2017-03-31,13
3205636784702524,2017-05-22,1
9411625006142618,2017-11-12,3
4975495895374442,2017-03-07,1
5285818084903801,2017-11-08,1
1398935030597595,2017-12-12,2
1848249415219937,2017-07-07,2
5162908372145358,2017-06-29,17
5162908372145358,2017-07-19,53
6867635264505308,2017-06-27,1
101566694576417,2017-09-16,2
101566694576417,2017-08-07,6
4300551789362343,2017-10-16,17
461422682070609,2017-12-25,1
9418996240548233,2017-11-10,6
586706273331858,2017-10-29,10
586706273331858,2017-10-27,9
2464131517127552,2017-01-30,1
4930671333646293,2017-11-15,16
6.51422E+15,2017-05-22,1
6199824711832038,2017-08-24,4
4004793462362303,2017-04-22,34
2853595224017303,2017-06-25,56
7064116676051914,2017-06-19,8
350862941966042,2017-07-14,18
5.52121E+15,2017-01-20,1
9875544536019494,2017-05-06,20
4078169206813323,2017-04-07,17
8925678051775944,2017-02-09,1
6.05614E+15,2017-08-09,6
4218050070414893,2017-07-09,18
1958767598709959,2017-06-28,43
1958767598709959,2017-06-18,7
938425287545352,2017-12-24,26
5903736757490308,2017-07-26,12
5903736757490308,2017-08-02,12
5224029953676506,2017-12-30,1
3362033252915961,2017-05-09,28
3362033252915961,2017-04-19,21
3362033252915961,2017-03-14,10
3362033252915961,2017-07-23,16
5890819511360258,2017-11-23,7
5890819511360258,2017-10-07,7
5890819511360258,2017-09-02,25
5892301749432262,2017-09-10,1
6.24589E+15,2017-12-13,20
3591700534202661,2017-08-15,2
9365476098748572,2017-06-05,46
9365476098748572,2017-06-03,38
5105687663480491,2017-07-08,1
2719421485811252,2017-12-24,15
5886237311154462,2017-08-16,40
6693778549819816,2017-08-30,20
1003301967200801,2017-07-07,6
3017192165013512,2017-12-10,1
7348585985604428,2017-03-07,1
7348585985604428,2017-12-17,31
7348585985604428,2017-06-08,1
5149009398560361,2017-11-06,1
2172580211237739,2017-04-25,1
1500634080733043,2017-04-19,1
3642030386203351,2017-08-27,21
8853028988187757,2017-04-25,3
5912287546024167,2017-11-16,18
7476331489563361,2017-12-20,33
7476331489563361,2017-12-31,19
7476331489563361,2017-09-18,27
7476331489563361,2017-11-26,22
5542803979789361,2017-02-03,21
6240585092341642,2017-12-17,11
9379818082348995,2017-10-28,25
7644483871593448,2017-02-28,2
7644483871593448,2017-02-24,1
3851495954257418,2017-04-10,4
8269000438176007,2017-09-28,11
5451419884385009,2017-10-28,12
5451419884385009,2017-10-24,3
3546640660365826,2017-10-27,32
3546640660365826,2017-11-20,11
2114566094597954,2017-07-06,2
1855621738822204,2017-10-16,31
6205917753858801,2017-06-19,1
7979773700593051,2017-08-22,6
2104151521283037,2017-06-09,1
5.77071E+15,2017-07-24,53
5.77071E+15,2017-07-30,57
6937459601669852,2017-07-07,8
6937459601669852,2017-07-06,28
1006382005741546,2017-07-07,11
9737574159151381,2017-07-05,6
9737574159151381,2017-09-28,1
694202053045293,2017-10-04,10
4899740655022472,2017-12-23,21
6656724264309552,2017-04-06,1
5962850462892869,2017-11-30,37
2203676947284441,2017-05-09,1
7491688478006367,2017-06-19,10
975420874726055,2017-08-24,1
9169377955895277,2017-10-10,51
6369611349893511,2017-10-16,1
2705966272400067,2017-06-16,9
1083034092659009,2017-02-22,24
7689801760884218,2017-01-23,1
1.57821E+15,2017-06-22,1
2369399833616059,2017-06-13,1
6552999687626516,2017-12-28,1
4799908369016598,2017-12-05,7
410396406845836,2017-11-04,1
9341067285953498,2017-12-27,89
9341067285953498,2017-12-31,19
628913602239085,2017-10-21,1
4447629095552546,2017-07-14,28
7125626428382466,2017-10-08,8
7125626428382466,2017-09-27,19
6.67146E+15,2017-08-15,1
3.92906E+15,2017-11-28,25
6.94144E+15,2017-11-18,5
6099398612371794,2017-11-07,18
6099398612371794,2017-11-05,30
3966356747058591,2017-02-22,1
9416550745910402,2017-06-16,1
4299936210104725,2017-06-11,4
4299936210104725,2017-06-03,24
1540373601688526,2017-10-15,2
1540373601688526,2017-11-03,29
8173659111335263,2017-12-25,24
1124017833508387,2017-03-31,17
1124017833508387,2017-04-10,31
7962744959912421,2017-05-25,9
2325248434941567,2017-11-16,1
8.55989E+15,2017-04-10,130
8.55989E+15,2017-03-08,42
8.55989E+15,2017-03-22,145
2667142316434518,2017-08-03,22
1.77676E+15,2017-05-17,16
3.04488E+15,2017-05-22,1
1351298741526413,2017-11-19,8
7949252381388591,2017-02-09,1
5826654972320246,2017-11-10,45
2495876521666796,2017-12-30,8
6316420764639053,2017-10-17,32
8017914763368174,2017-08-14,1
5882009927128633,2017-11-13,2
7078087728294273,2017-08-05,1
3199272073489239,2017-09-09,1
1289066813111704,2017-09-08,101
1289066813111704,2017-09-03,65
5328955174376865,2017-09-27,17
5328955174376865,2017-05-15,3
8797363688023671,2017-10-17,1
1348230971531357,2017-11-16,78
1348230971531357,2017-11-03,125
1348230971531357,2017-11-23,6
1348230971531357,2017-10-14,86
4535191645346376,2017-01-15,1
508482397397554,2017-07-27,1
13746022225385,2017-11-18,6
7339071628714977,2017-04-22,1
4299550425028758,2017-12-11,16
7738202796318708,2017-02-11,1
1.57482E+15,2017-02-21,42
5612842005078408,2017-11-28,179
5612842005078408,2017-10-24,44
5612842005078408,2017-12-09,39
718543578916512,2017-03-08,16
8.0003E+15,2017-02-15,8
1.21916E+15,2017-12-19,1
4535191645346376,2017-01-16,23
3892296147925335,2017-01-31,42
1336390746737614,2017-09-15,5
9584064189674627,2017-06-12,1
2.19694E+15,2017-12-30,19
2.19694E+15,2017-12-31,25
1483598527720385,2017-01-17,1
8589192973781787,2017-03-27,11
6873432499349358,2017-04-23,1
1595421420496873,2017-05-29,72
1595421420496873,2017-05-26,79
1595421420496873,2017-06-24,22
1595421420496873,2017-07-25,10
1595421420496873,2017-07-08,22
1595421420496873,2017-09-16,28
1595421420496873,2017-09-14,32
1595421420496873,2017-04-13,1
1595421420496873,2017-06-11,40
1595421420496873,2017-11-26,5
5991063600094987,2017-01-29,1
3.08434E+15,2017-01-03,1
4373142863352718,2017-01-04,1
5063230321784472,2017-12-10,15
5063230321784472,2017-12-26,25
5063230321784472,2017-11-11,65
2141663934675985,2017-03-25,1
3225211900290363,2017-01-08,1
6126796510727753,2017-05-03,8
2.24968E+15,2017-04-21,24
6.17181E+15,2017-09-28,1
507776939453238,2017-06-26,3
3384206664394694,2017-11-11,47
3791305861722904,2017-02-16,17
6.09189E+15,2017-06-22,5
4611883704970788,2017-08-21,12
9140445414859812,2017-01-31,1
1873797863424743,2017-06-24,101
7890429892576477,2017-12-28,1
2853595224017303,2017-08-03,16
2220134091412264,2017-01-02,1
8213134900714718,2017-01-05,1
6532932594285812,2017-07-17,22
783189239822893,2017-10-26,1
7807765695332107,2017-10-31,21
5962850462892869,2017-12-02,28
9723336301251731,2017-04-07,18
1196838035480929,2017-07-03,14
5895059138529543,2017-04-28,1
2545540378216481,2017-06-10,1
718543578916512,2017-03-12,27
4004682308401612,2017-11-24,12
4515640470356212,2017-12-26,1
5632139149829872,2017-09-17,1
3915560425624758,2017-12-31,1
5165526170427311,2017-06-03,2
2653062152755118,2017-05-27,1
7261324171114736,2017-04-27,1
6390527036904051,2017-10-21,1
4.84617E+15,2017-12-30,3
5344420161950963,2017-05-17,27
2669964682285137,2017-06-17,6
5839514566887508,2017-10-01,21
2.79703E+15,2017-11-01,1
9173594286208999,2017-07-01,13
5095289870672966,2017-05-30,1
3835701821154212,2017-08-13,1
6.99617E+15,2017-08-05,1
1999241541077149,2017-12-14,21
5344420161950963,2017-05-18,11
4943323289637527,2017-06-21,20
6227990782104815,2017-08-12,13
9580394527848849,2017-08-25,1
9002869264969299,2017-04-27,40
5544598916965222,2017-05-03,42
7983584663363389,2017-08-31,9
3896648163355144,2017-12-17,1
5.08901E+15,2017-11-12,12
5.08901E+15,2017-09-07,1
1999241541077149,2017-10-25,26
1999241541077149,2017-12-31,28
1999241541077149,2017-10-07,54
1999241541077149,2017-10-20,32
2136226736998615,2017-10-08,7
2136226736998615,2017-10-01,8
1199921478518362,2017-10-31,5
1268191145468608,2017-08-03,34
5344420161950963,2017-05-23,2
5143212729956033,2017-07-26,34
9548180621705224,2017-02-11,1
3065451049392354,2017-02-05,5
5122562011854882,2017-05-20,9
9210228065680457,2017-10-15,1
600237802000500,2017-01-09,1
619966689697628,2017-02-13,1
1644296156892953,2017-05-23,11
7130057353586821,2017-12-19,20
4899820143371206,2017-01-02,1
3913030120090508,2017-12-13,21
5428890019255417,2017-10-08,14
5428890019255417,2017-10-22,21
5428890019255417,2017-10-20,4
3495627083155502,2017-06-20,14
8.55351E+15,2017-11-28,41
4718959018346836,2017-01-22,1
5428890019255417,2017-10-02,63
1066242921545022,2017-07-14,1
7430438533583313,2017-05-25,18
1699707828970415,2017-12-24,15
6049691202115593,2017-12-18,1
9.04236E+15,2017-03-10,1
5432797362357113,2017-12-29,15
1720140080604065,2017-06-01,1
6123328680942288,2017-12-27,4
205635287145323,2017-05-27,19
205635287145323,2017-06-02,18
205635287145323,2017-06-07,25
7375549366323772,2017-01-30,1
4019564134479291,2017-11-17,2
3822462794419159,2017-10-03,15
9670712695828338,2017-07-18,1
6939174943185141,2017-05-09,12
7789528386759875,2017-08-03,1
4944652723796815,2017-05-03,1
9527107472035281,2017-11-17,36
2562109742158582,2017-08-25,47
6151675798904253,2017-07-04,7
3604538890637217,2017-11-19,25
3604538890637217,2017-12-25,29
3604538890637217,2017-11-06,1
8.25182E+15,2017-04-23,1
3.80594E+15,2017-12-21,1
493904219953518,2017-02-08,25
7593282818013697,2017-06-22,31
7593282818013697,2017-06-08,25
219311404998842,2017-08-13,1
219311404998842,2017-06-25,9
6361631571201029,2017-06-10,20
9670712695828338,2017-12-25,24
7593282818013697,2017-06-30,24
864452007076934,2017-09-03,14
864452007076934,2017-08-12,1
8161785606010292,2017-12-11,1
5313422557586463,2017-07-09,2
6114994624261969,2017-05-04,1
3834750239016458,2017-03-31,1
5619376181704344,2017-06-14,2
1655632301145997,2017-12-31,1
9275400809162302,2017-09-15,16
5837426667272245,2017-02-15,1
5837426667272245,2017-02-17,4
2216919771037866,2017-06-22,39
2216919771037866,2017-04-13,53
8147659686941705,2017-09-22,32
8147659686941705,2017-09-05,18
8998421975767955,2017-08-21,1
727514373262431,2017-12-23,25
7.3982E+15,2017-03-29,6
7.3982E+15,2017-04-03,7
8266530953303267,2017-05-05,3
577445756732563,2017-11-29,25
577445756732563,2017-12-01,23
577445756732563,2017-10-18,14
577445756732563,2017-12-06,5
577445756732563,2017-12-29,50
6.45075E+15,2017-03-11,1
8320747612528426,2017-10-03,2
924620571741595,2017-07-02,1
1371402364359781,2017-03-28,8
